topic,date,distribution
Reformas políticas,2021-07-12,0.12522458
Fronteras e inmigración,2021-07-12,0.025691925
Energía y minería,2021-07-12,0.04078735
Vacunación,2021-07-12,0.27873686
Problemas sociales y justicia penal,2021-07-12,0.042913474
Deportes y turismo,2021-07-12,0.046015404
Relaciones políticas entre México y Perú,2021-07-12,0.025727633
Aeropuertos y vuelos,2021-07-19,0.021717604
Ley y crimen,2021-07-19,0.044065475
La pandemia del COVID-19 y su impacto,2021-07-19,0.055590577
La industria petrolera,2021-07-19,0.085877955
Economía,2021-07-19,0.074645706
Tren Maya,2021-07-19,0.060246233
Salud y medicina,2021-07-19,0.058295663
Reformas políticas,2021-07-19,0.10211036
Fronteras e inmigración,2021-07-19,0.01892091
Energía y minería,2021-07-19,0.07386117
Vacunación,2021-07-19,0.28645357
Problemas sociales y justicia penal,2021-07-19,0.0512305
Deportes y turismo,2021-07-19,0.05190711
Relaciones políticas entre México y Perú,2021-07-19,0.015077122
Aeropuertos y vuelos,2021-07-26,0.02150339
Ley y crimen,2021-07-26,0.025559615
La pandemia del COVID-19 y su impacto,2021-07-26,0.07013162
La industria petrolera,2021-07-26,0.0820009
Economía,2021-07-26,0.075222805
Tren Maya,2021-07-26,0.04636281
Salud y medicina,2021-07-26,0.037453443
Reformas políticas,2021-07-26,0.14056627
Fronteras e inmigración,2021-07-26,0.02315813
Energía y minería,2021-07-26,0.04376249
Vacunación,2021-07-26,0.29917684
Problemas sociales y justicia penal,2021-07-26,0.064330675
Deportes y turismo,2021-07-26,0.054046083
Relaciones políticas entre México y Perú,2021-07-26,0.016724892
Aeropuertos y vuelos,2021-08-02,0.042984746
Ley y crimen,2021-08-02,0.02544592
La pandemia del COVID-19 y su impacto,2021-08-02,0.06214277
La industria petrolera,2021-08-02,0.0944047
Economía,2021-08-02,0.06928366
Tren Maya,2021-08-02,0.046695415
Salud y medicina,2021-08-02,0.020520752
Reformas políticas,2021-08-02,0.15332201
Fronteras e inmigración,2021-08-02,0.015489948
Energía y minería,2021-08-02,0.047729474
Vacunación,2021-08-02,0.28733033
Problemas sociales y justicia penal,2021-08-02,0.063581645
Deportes y turismo,2021-08-02,0.055583857
Relaciones políticas entre México y Perú,2021-08-02,0.015484811
Aeropuertos y vuelos,2021-08-09,0.026511157
Ley y crimen,2021-08-09,0.022444686
La pandemia del COVID-19 y su impacto,2021-08-09,0.07186684
La industria petrolera,2021-08-09,0.11621277
Economía,2021-08-09,0.08039353
Tren Maya,2021-08-09,0.04950963
Salud y medicina,2021-08-09,0.025733268
Reformas políticas,2021-08-09,0.11636465
Fronteras e inmigración,2021-08-09,0.02624741
Energía y minería,2021-08-09,0.021125546
Vacunación,2021-08-09,0.3257065
Problemas sociales y justicia penal,2021-08-09,0.0339618
Deportes y turismo,2021-08-09,0.06622
Relaciones políticas entre México y Perú,2021-08-09,0.017702179
Aeropuertos y vuelos,2021-08-16,0.029265659
Ley y crimen,2021-08-16,0.024865264
La pandemia del COVID-19 y su impacto,2021-08-16,0.05123989
La industria petrolera,2021-08-16,0.09157533
Economía,2021-08-16,0.051574036
Tren Maya,2021-08-16,0.07409578
Salud y medicina,2021-08-16,0.056423627
Reformas políticas,2021-08-16,0.14864902
Fronteras e inmigración,2021-08-16,0.031594895
Energía y minería,2021-08-16,0.03664023
Vacunación,2021-08-16,0.26643732
Problemas sociales y justicia penal,2021-08-16,0.05619988
Deportes y turismo,2021-08-16,0.058069974
Relaciones políticas entre México y Perú,2021-08-16,0.02336909
Aeropuertos y vuelos,2021-08-23,0.021314403
Ley y crimen,2021-08-23,0.020417798
La pandemia del COVID-19 y su impacto,2021-08-23,0.06926436
La industria petrolera,2021-08-23,0.09841233
Economía,2021-08-23,0.066861816
Tren Maya,2021-08-23,0.06981204
Salud y medicina,2021-08-23,0.02625744
Reformas políticas,2021-08-23,0.10608307
Fronteras e inmigración,2021-08-23,0.030016175
Energía y minería,2021-08-23,0.047176164
Vacunación,2021-08-23,0.25338882
Problemas sociales y justicia penal,2021-08-23,0.058194574
Deportes y turismo,2021-08-23,0.10343166
Relaciones políticas entre México y Perú,2021-08-23,0.029369367
Aeropuertos y vuelos,2021-08-30,0.031016538
Ley y crimen,2021-08-30,0.019687455
La pandemia del COVID-19 y su impacto,2021-08-30,0.06146869
La industria petrolera,2021-08-30,0.10314638
Economía,2021-08-30,0.062334333
Tren Maya,2021-08-30,0.082095146
Salud y medicina,2021-08-30,0.0424417
Reformas políticas,2021-08-30,0.12317347
Fronteras e inmigración,2021-08-30,0.02037419
Energía y minería,2021-08-30,0.043027062
Vacunación,2021-08-30,0.2831226
Problemas sociales y justicia penal,2021-08-30,0.033515684
Deportes y turismo,2021-08-30,0.06770393
Relaciones políticas entre México y Perú,2021-08-30,0.026892798
Aeropuertos y vuelos,2021-09-06,0.068967454
Ley y crimen,2021-09-06,0.0181791
La pandemia del COVID-19 y su impacto,2021-09-06,0.059127387
La industria petrolera,2021-09-06,0.10005339
Economía,2021-09-06,0.06386873
Tren Maya,2021-09-06,0.09449627
Salud y medicina,2021-09-06,0.025112612
Reformas políticas,2021-09-06,0.12047744
Fronteras e inmigración,2021-09-06,0.04545012
Energía y minería,2021-09-06,0.035911787
Vacunación,2021-09-06,0.20882636
Problemas sociales y justicia penal,2021-09-06,0.056985687
Deportes y turismo,2021-09-06,0.08083272
Relaciones políticas entre México y Perú,2021-09-06,0.021710973
Aeropuertos y vuelos,2021-09-13,0.027442534
Ley y crimen,2021-09-13,0.041707464
La pandemia del COVID-19 y su impacto,2021-09-13,0.043274067
La industria petrolera,2021-09-13,0.084828444
Economía,2021-09-13,0.06597391
Tren Maya,2021-09-13,0.04756016
Salud y medicina,2021-09-13,0.026802931
Reformas políticas,2021-09-13,0.1351807
Fronteras e inmigración,2021-09-13,0.032929756
Energía y minería,2021-09-13,0.031080341
Vacunación,2021-09-13,0.30173224
Problemas sociales y justicia penal,2021-09-13,0.06617661
Deportes y turismo,2021-09-13,0.045124955
Relaciones políticas entre México y Perú,2021-09-13,0.050185908
Aeropuertos y vuelos,2021-09-20,0.032485582
Ley y crimen,2021-09-20,0.057898957
La pandemia del COVID-19 y su impacto,2021-09-20,0.06549438
La industria petrolera,2021-09-20,0.06376019
Economía,2021-09-20,0.097873196
Tren Maya,2021-09-20,0.04597672
Salud y medicina,2021-09-20,0.03987658
Reformas políticas,2021-09-20,0.16129415
Fronteras e inmigración,2021-09-20,0.026859429
Energía y minería,2021-09-20,0.019630421
Vacunación,2021-09-20,0.24752332
Problemas sociales y justicia penal,2021-09-20,0.043518726
Deportes y turismo,2021-09-20,0.065510534
Relaciones políticas entre México y Perú,2021-09-20,0.032297835
Aeropuertos y vuelos,2021-09-27,0.03465586
Ley y crimen,2021-09-27,0.033072475
La pandemia del COVID-19 y su impacto,2021-09-27,0.060170446
La industria petrolera,2021-09-27,0.08234709
Economía,2021-09-27,0.060942397
Tren Maya,2021-09-27,0.038227897
Salud y medicina,2021-09-27,0.02889057
Reformas políticas,2021-09-27,0.1566048
Fronteras e inmigración,2021-09-27,0.039019536
Energía y minería,2021-09-27,0.06823902
Vacunación,2021-09-27,0.23505491
Problemas sociales y justicia penal,2021-09-27,0.043544088
Deportes y turismo,2021-09-27,0.08934685
Relaciones políticas entre México y Perú,2021-09-27,0.029884048
Aeropuertos y vuelos,2021-10-04,0.037155278
Ley y crimen,2021-10-04,0.03828037
La pandemia del COVID-19 y su impacto,2021-10-04,0.052922305
La industria petrolera,2021-10-04,0.10621845
Economía,2021-10-04,0.078979135
Tren Maya,2021-10-04,0.054424677
Salud y medicina,2021-10-04,0.014943649
Reformas políticas,2021-10-04,0.11783042
Fronteras e inmigración,2021-10-04,0.038244504
Energía y minería,2021-10-04,0.098081656
Vacunación,2021-10-04,0.1840542
Problemas sociales y justicia penal,2021-10-04,0.06950548
Deportes y turismo,2021-10-04,0.086447164
Relaciones políticas entre México y Perú,2021-10-04,0.022912709
Aeropuertos y vuelos,2021-10-11,0.03727385
Ley y crimen,2021-10-11,0.03470546
La pandemia del COVID-19 y su impacto,2021-10-11,0.048733026
La industria petrolera,2021-10-11,0.08146642
Economía,2021-10-11,0.060419865
Tren Maya,2021-10-11,0.065720126
Salud y medicina,2021-10-11,0.026893564
Reformas políticas,2021-10-11,0.10501325
Fronteras e inmigración,2021-10-11,0.03536987
Energía y minería,2021-10-11,0.102068946
Vacunación,2021-10-11,0.28906912
Problemas sociales y justicia penal,2021-10-11,0.044694368
Deportes y turismo,2021-10-11,0.041397493
Relaciones políticas entre México y Perú,2021-10-11,0.027174646
Aeropuertos y vuelos,2021-10-18,0.03761389
Ley y crimen,2021-10-18,0.03317326
La pandemia del COVID-19 y su impacto,2021-10-18,0.04123153
La industria petrolera,2021-10-18,0.11178728
Economía,2021-10-18,0.07795116
Tren Maya,2021-10-18,0.07457285
Salud y medicina,2021-10-18,0.032356467
Reformas políticas,2021-10-18,0.1380624
Fronteras e inmigración,2021-10-18,0.026416501
Energía y minería,2021-10-18,0.04025272
Vacunación,2021-10-18,0.24180065
Problemas sociales y justicia penal,2021-10-18,0.05029522
Deportes y turismo,2021-10-18,0.06949487
Relaciones políticas entre México y Perú,2021-10-18,0.02499117
Aeropuertos y vuelos,2021-10-25,0.04364894
Ley y crimen,2021-10-25,0.019791985
La pandemia del COVID-19 y su impacto,2021-10-25,0.04658548
La industria petrolera,2021-10-25,0.06653886
Economía,2021-10-25,0.086090244
Tren Maya,2021-10-25,0.10837432
Salud y medicina,2021-10-25,0.039996285
Reformas políticas,2021-10-25,0.13923892
Fronteras e inmigración,2021-10-25,0.020819865
Energía y minería,2021-10-25,0.029398238
Vacunación,2021-10-25,0.27867144
Problemas sociales y justicia penal,2021-10-25,0.037059836
Deportes y turismo,2021-10-25,0.062563986
Relaciones políticas entre México y Perú,2021-10-25,0.021221643
Aeropuertos y vuelos,2021-11-01,0.03553272
Ley y crimen,2021-11-01,0.041827008
La pandemia del COVID-19 y su impacto,2021-11-01,0.061394207
La industria petrolera,2021-11-01,0.110485174
Economía,2021-11-01,0.0936365
Tren Maya,2021-11-01,0.07208653
Salud y medicina,2021-11-01,0.02971899
Reformas políticas,2021-11-01,0.19983509
Fronteras e inmigración,2021-11-01,0.01809104
Energía y minería,2021-11-01,0.046391312
Vacunación,2021-11-01,0.15281512
Problemas sociales y justicia penal,2021-11-01,0.05711605
Deportes y turismo,2021-11-01,0.059778437
Relaciones políticas entre México y Perú,2021-11-01,0.021291805
Aeropuertos y vuelos,2021-11-08,0.034338053
Ley y crimen,2021-11-08,0.041284993
La pandemia del COVID-19 y su impacto,2021-11-08,0.06578007
La industria petrolera,2021-11-08,0.09030376
Economía,2021-11-08,0.09205933
Tren Maya,2021-11-08,0.047936924
Salud y medicina,2021-11-08,0.029929485
Reformas políticas,2021-11-08,0.117816254
Fronteras e inmigración,2021-11-08,0.036599964
Energía y minería,2021-11-08,0.037350323
Vacunación,2021-11-08,0.27625868
Problemas sociales y justicia penal,2021-11-08,0.044715893
Deportes y turismo,2021-11-08,0.052735034
Relaciones políticas entre México y Perú,2021-11-08,0.032891218
Aeropuertos y vuelos,2021-11-15,0.036075607
Ley y crimen,2021-11-15,0.021446852
La pandemia del COVID-19 y su impacto,2021-11-15,0.06112714
La industria petrolera,2021-11-15,0.07050379
Economía,2021-11-15,0.06248716
Tren Maya,2021-11-15,0.14029413
Salud y medicina,2021-11-15,0.02807419
Reformas políticas,2021-11-15,0.13506079
Fronteras e inmigración,2021-11-15,0.03712048
Energía y minería,2021-11-15,0.04010751
Vacunación,2021-11-15,0.22316049
Problemas sociales y justicia penal,2021-11-15,0.020396926
Deportes y turismo,2021-11-15,0.07222061
Relaciones políticas entre México y Perú,2021-11-15,0.051924348
Aeropuertos y vuelos,2021-11-22,0.029990483
Ley y crimen,2021-11-22,0.030641241
La pandemia del COVID-19 y su impacto,2021-11-22,0.041678082
La industria petrolera,2021-11-22,0.094244786
Economía,2021-11-22,0.08044052
Tren Maya,2021-11-22,0.05586543
Salud y medicina,2021-11-22,0.03483575
Reformas políticas,2021-11-22,0.11201801
Fronteras e inmigración,2021-11-22,0.02823448
Energía y minería,2021-11-22,0.10964327
Vacunación,2021-11-22,0.2231897
Problemas sociales y justicia penal,2021-11-22,0.08085045
Deportes y turismo,2021-11-22,0.038119722
Relaciones políticas entre México y Perú,2021-11-22,0.04024804
Aeropuertos y vuelos,2021-11-29,0.025885737
Ley y crimen,2021-11-29,0.040399864
La pandemia del COVID-19 y su impacto,2021-11-29,0.076120615
La industria petrolera,2021-11-29,0.10781357
Economía,2021-11-29,0.111358084
Tren Maya,2021-11-29,0.04076083
Salud y medicina,2021-11-29,0.028320331
Reformas políticas,2021-11-29,0.1003111
Fronteras e inmigración,2021-11-29,0.023905998
Energía y minería,2021-11-29,0.019509332
Vacunación,2021-11-29,0.30585542
Problemas sociales y justicia penal,2021-11-29,0.06266673
Deportes y turismo,2021-11-29,0.032538988
Relaciones políticas entre México y Perú,2021-11-29,0.024553385
Aeropuertos y vuelos,2021-12-06,0.029349878
Ley y crimen,2021-12-06,0.028136363
La pandemia del COVID-19 y su impacto,2021-12-06,0.07240041
La industria petrolera,2021-12-06,0.07763465
Economía,2021-12-06,0.07431578
Tren Maya,2021-12-06,0.049745545
Salud y medicina,2021-12-06,0.024894087
Reformas políticas,2021-12-06,0.16082756
Fronteras e inmigración,2021-12-06,0.026998373
Energía y minería,2021-12-06,0.029456684
Vacunación,2021-12-06,0.27919057
Problemas sociales y justicia penal,2021-12-06,0.05923707
Deportes y turismo,2021-12-06,0.074759655
Relaciones políticas entre México y Perú,2021-12-06,0.01305336
Aeropuertos y vuelos,2021-12-13,0.036086444
Ley y crimen,2021-12-13,0.03154718
La pandemia del COVID-19 y su impacto,2021-12-13,0.049902283
La industria petrolera,2021-12-13,0.084893465
Economía,2021-12-13,0.08624907
Tren Maya,2021-12-13,0.10955927
Salud y medicina,2021-12-13,0.03861307
Reformas políticas,2021-12-13,0.14506817
Fronteras e inmigración,2021-12-13,0.024202978
Energía y minería,2021-12-13,0.035108663
Vacunación,2021-12-13,0.22194374
Problemas sociales y justicia penal,2021-12-13,0.04321742
Deportes y turismo,2021-12-13,0.06582606
Relaciones políticas entre México y Perú,2021-12-13,0.027782211
Aeropuertos y vuelos,2021-12-20,0.025570188
Ley y crimen,2021-12-20,0.038110036
La pandemia del COVID-19 y su impacto,2021-12-20,0.048834745
La industria petrolera,2021-12-20,0.10769531
Economía,2021-12-20,0.07268888
Tren Maya,2021-12-20,0.058596306
Salud y medicina,2021-12-20,0.046089232
Reformas políticas,2021-12-20,0.13079076
Fronteras e inmigración,2021-12-20,0.044523492
Energía y minería,2021-12-20,0.034877203
Vacunación,2021-12-20,0.24297383
Problemas sociales y justicia penal,2021-12-20,0.06295812
Deportes y turismo,2021-12-20,0.05402646
Relaciones políticas entre México y Perú,2021-12-20,0.032265488
Aeropuertos y vuelos,2021-12-27,0.03352157
Ley y crimen,2021-12-27,0.031143567
La pandemia del COVID-19 y su impacto,2021-12-27,0.055042427
La industria petrolera,2021-12-27,0.12826319
Economía,2021-12-27,0.06538513
Tren Maya,2021-12-27,0.06406072
Salud y medicina,2021-12-27,0.029334325
Reformas políticas,2021-12-27,0.20586754
Fronteras e inmigración,2021-12-27,0.024404211
Energía y minería,2021-12-27,0.02542403
Vacunación,2021-12-27,0.23448554
Problemas sociales y justicia penal,2021-12-27,0.03806715
Deportes y turismo,2021-12-27,0.041028403
Relaciones políticas entre México y Perú,2021-12-27,0.02397223
Aeropuertos y vuelos,2022-01-03,0.028992904
Ley y crimen,2022-01-03,0.027979799
La pandemia del COVID-19 y su impacto,2022-01-03,0.03917282
La industria petrolera,2022-01-03,0.11184825
Economía,2022-01-03,0.07213509
Tren Maya,2022-01-03,0.08506065
Salud y medicina,2022-01-03,0.03388595
Reformas políticas,2022-01-03,0.122671135
Fronteras e inmigración,2022-01-03,0.02322447
Energía y minería,2022-01-03,0.030641736
Vacunación,2022-01-03,0.2876453
Problemas sociales y justicia penal,2022-01-03,0.05062174
Deportes y turismo,2022-01-03,0.048765544
Relaciones políticas entre México y Perú,2022-01-03,0.037354667
Aeropuertos y vuelos,2022-01-10,0.08765472
Ley y crimen,2022-01-10,0.017155759
La pandemia del COVID-19 y su impacto,2022-01-10,0.05065877
La industria petrolera,2022-01-10,0.13534129
Economía,2022-01-10,0.057900462
Tren Maya,2022-01-10,0.06650443
Salud y medicina,2022-01-10,0.019764926
Reformas políticas,2022-01-10,0.12639417
Fronteras e inmigración,2022-01-10,0.031682044
Energía y minería,2022-01-10,0.026958827
Vacunación,2022-01-10,0.19981171
Problemas sociales y justicia penal,2022-01-10,0.028045734
Deportes y turismo,2022-01-10,0.05571175
Relaciones políticas entre México y Perú,2022-01-10,0.09641543
Aeropuertos y vuelos,2022-01-17,0.03531345
Ley y crimen,2022-01-17,0.031120755
La pandemia del COVID-19 y su impacto,2022-01-17,0.051835664
La industria petrolera,2022-01-17,0.13011354
Economía,2022-01-17,0.08129919
Tren Maya,2022-01-17,0.059802536
Salud y medicina,2022-01-17,0.045740325
Reformas políticas,2022-01-17,0.11964315
Fronteras e inmigración,2022-01-17,0.024091402
Energía y minería,2022-01-17,0.028193353
Vacunación,2022-01-17,0.263696
Problemas sociales y justicia penal,2022-01-17,0.055320896
Deportes y turismo,2022-01-17,0.04631141
Relaciones políticas entre México y Perú,2022-01-17,0.02751834
Aeropuertos y vuelos,2022-01-24,0.040701024
Ley y crimen,2022-01-24,0.020193046
La pandemia del COVID-19 y su impacto,2022-01-24,0.045012712
La industria petrolera,2022-01-24,0.060656894
Economía,2022-01-24,0.07330727
Tren Maya,2022-01-24,0.03341581
Salud y medicina,2022-01-24,0.03778261
Reformas políticas,2022-01-24,0.3517701
Fronteras e inmigración,2022-01-24,0.021404589
Energía y minería,2022-01-24,0.027747631
Vacunación,2022-01-24,0.19172116
Problemas sociales y justicia penal,2022-01-24,0.032267164
Deportes y turismo,2022-01-24,0.057041813
Relaciones políticas entre México y Perú,2022-01-24,0.006978155
Aeropuertos y vuelos,2022-01-31,0.038567018
Ley y crimen,2022-01-31,0.017401181
La pandemia del COVID-19 y su impacto,2022-01-31,0.055052977
La industria petrolera,2022-01-31,0.12602769
Economía,2022-01-31,0.07460276
Tren Maya,2022-01-31,0.07470591
Salud y medicina,2022-01-31,0.04138713
Reformas políticas,2022-01-31,0.12116434
Fronteras e inmigración,2022-01-31,0.016004715
Energía y minería,2022-01-31,0.040529054
Vacunación,2022-01-31,0.20526505
Problemas sociales y justicia penal,2022-01-31,0.08557777
Deportes y turismo,2022-01-31,0.07111325
Relaciones políticas entre México y Perú,2022-01-31,0.03260115
Aeropuertos y vuelos,2022-02-07,0.021827033
Ley y crimen,2022-02-07,0.02698614
La pandemia del COVID-19 y su impacto,2022-02-07,0.06098722
La industria petrolera,2022-02-07,0.084115416
Economía,2022-02-07,0.06628038
Tren Maya,2022-02-07,0.062126305
Salud y medicina,2022-02-07,0.040009502
Reformas políticas,2022-02-07,0.12971541
Fronteras e inmigración,2022-02-07,0.028067341
Energía y minería,2022-02-07,0.036563836
Vacunación,2022-02-07,0.29683247
Problemas sociales y justicia penal,2022-02-07,0.043308146
Deportes y turismo,2022-02-07,0.06503377
Relaciones políticas entre México y Perú,2022-02-07,0.03814703
Aeropuertos y vuelos,2022-02-14,0.026616393
Ley y crimen,2022-02-14,0.037684612
La pandemia del COVID-19 y su impacto,2022-02-14,0.0481217
La industria petrolera,2022-02-14,0.095835365
Economía,2022-02-14,0.08093128
Tren Maya,2022-02-14,0.06868788
Salud y medicina,2022-02-14,0.033026766
Reformas políticas,2022-02-14,0.124878995
Fronteras e inmigración,2022-02-14,0.037506305
Energía y minería,2022-02-14,0.0404803
Vacunación,2022-02-14,0.24653953
Problemas sociales y justicia penal,2022-02-14,0.065069884
Deportes y turismo,2022-02-14,0.05399526
Relaciones políticas entre México y Perú,2022-02-14,0.04062577
Aeropuertos y vuelos,2022-02-21,0.02080917
Ley y crimen,2022-02-21,0.036760785
La pandemia del COVID-19 y su impacto,2022-02-21,0.05496126
La industria petrolera,2022-02-21,0.06860026
Economía,2022-02-21,0.08494412
Tren Maya,2022-02-21,0.08201209
Salud y medicina,2022-02-21,0.045919493
Reformas políticas,2022-02-21,0.10992905
Fronteras e inmigración,2022-02-21,0.017152311
Energía y minería,2022-02-21,0.026667455
Vacunación,2022-02-21,0.31912938
Problemas sociales y justicia penal,2022-02-21,0.050105147
Deportes y turismo,2022-02-21,0.05168473
Relaciones políticas entre México y Perú,2022-02-21,0.03132476
Aeropuertos y vuelos,2022-02-28,0.041339178
Ley y crimen,2022-02-28,0.033529192
La pandemia del COVID-19 y su impacto,2022-02-28,0.07327446
La industria petrolera,2022-02-28,0.10461789
Economía,2022-02-28,0.08262771
Tren Maya,2022-02-28,0.05440454
Salud y medicina,2022-02-28,0.029673737
Reformas políticas,2022-02-28,0.1712984
Fronteras e inmigración,2022-02-28,0.032018624
Energía y minería,2022-02-28,0.036750987
Vacunación,2022-02-28,0.19151945
Problemas sociales y justicia penal,2022-02-28,0.055226814
Deportes y turismo,2022-02-28,0.06391214
Relaciones políticas entre México y Perú,2022-02-28,0.029806836
Aeropuertos y vuelos,2022-03-07,0.030409914
Ley y crimen,2022-03-07,0.030634638
La pandemia del COVID-19 y su impacto,2022-03-07,0.06541662
La industria petrolera,2022-03-07,0.10562172
Economía,2022-03-07,0.05111745
Tren Maya,2022-03-07,0.057593986
Salud y medicina,2022-03-07,0.041501634
Reformas políticas,2022-03-07,0.12333029
Fronteras e inmigración,2022-03-07,0.032797698
Energía y minería,2022-03-07,0.02912556
Vacunación,2022-03-07,0.2099248
Problemas sociales y justicia penal,2022-03-07,0.039564118
Deportes y turismo,2022-03-07,0.15664181
Relaciones políticas entre México y Perú,2022-03-07,0.02631975
Aeropuertos y vuelos,2022-03-14,0.07088576
Ley y crimen,2022-03-14,0.0326179
La pandemia del COVID-19 y su impacto,2022-03-14,0.067353666
La industria petrolera,2022-03-14,0.11434707
Economía,2022-03-14,0.08074837
Tren Maya,2022-03-14,0.07285685
Salud y medicina,2022-03-14,0.06427804
Reformas políticas,2022-03-14,0.11694318
Fronteras e inmigración,2022-03-14,0.017590327
Energía y minería,2022-03-14,0.021763677
Vacunación,2022-03-14,0.19269395
Problemas sociales y justicia penal,2022-03-14,0.06233548
Deportes y turismo,2022-03-14,0.05628781
Relaciones políticas entre México y Perú,2022-03-14,0.029297896
Aeropuertos y vuelos,2022-03-21,0.14210017
Ley y crimen,2022-03-21,0.024113895
La pandemia del COVID-19 y su impacto,2022-03-21,0.0652717
La industria petrolera,2022-03-21,0.10083843
Economía,2022-03-21,0.05635492
Tren Maya,2022-03-21,0.09736443
Salud y medicina,2022-03-21,0.02070858
Reformas políticas,2022-03-21,0.09622584
Fronteras e inmigración,2022-03-21,0.027100269
Energía y minería,2022-03-21,0.04022037
Vacunación,2022-03-21,0.17543995
Problemas sociales y justicia penal,2022-03-21,0.043199856
Deportes y turismo,2022-03-21,0.07941794
Relaciones políticas entre México y Perú,2022-03-21,0.031643666
Aeropuertos y vuelos,2022-03-28,0.04792013
Ley y crimen,2022-03-28,0.044350997
La pandemia del COVID-19 y su impacto,2022-03-28,0.047471423
La industria petrolera,2022-03-28,0.10993965
Economía,2022-03-28,0.054510456
Tren Maya,2022-03-28,0.11183461
Salud y medicina,2022-03-28,0.052940752
Reformas políticas,2022-03-28,0.13691574
Fronteras e inmigración,2022-03-28,0.026259964
Energía y minería,2022-03-28,0.030210389
Vacunación,2022-03-28,0.19762008
Problemas sociales y justicia penal,2022-03-28,0.03874734
Deportes y turismo,2022-03-28,0.07622088
Relaciones políticas entre México y Perú,2022-03-28,0.02505755
Aeropuertos y vuelos,2022-04-04,0.046032883
Ley y crimen,2022-04-04,0.02865917
La pandemia del COVID-19 y su impacto,2022-04-04,0.041051626
La industria petrolera,2022-04-04,0.09486543
Economía,2022-04-04,0.08479592
Tren Maya,2022-04-04,0.09133382
Salud y medicina,2022-04-04,0.036597833
Reformas políticas,2022-04-04,0.11899723
Fronteras e inmigración,2022-04-04,0.03305097
Energía y minería,2022-04-04,0.05112144
Vacunación,2022-04-04,0.20802523
Problemas sociales y justicia penal,2022-04-04,0.056610264
Deportes y turismo,2022-04-04,0.075820215
Relaciones políticas entre México y Perú,2022-04-04,0.033037983
Aeropuertos y vuelos,2022-04-11,0.059898086
Ley y crimen,2022-04-11,0.037827827
La pandemia del COVID-19 y su impacto,2022-04-11,0.047625087
La industria petrolera,2022-04-11,0.08368182
Economía,2022-04-11,0.08857702
Tren Maya,2022-04-11,0.06822329
Salud y medicina,2022-04-11,0.044693306
Reformas políticas,2022-04-11,0.15544882
Fronteras e inmigración,2022-04-11,0.031904906
Energía y minería,2022-04-11,0.0646742
Vacunación,2022-04-11,0.17431527
Problemas sociales y justicia penal,2022-04-11,0.054298047
Deportes y turismo,2022-04-11,0.049534585
Relaciones políticas entre México y Perú,2022-04-11,0.03929773
Aeropuertos y vuelos,2022-04-18,0.038225938
Ley y crimen,2022-04-18,0.02671593
La pandemia del COVID-19 y su impacto,2022-04-18,0.044743367
La industria petrolera,2022-04-18,0.07004888
Economía,2022-04-18,0.052768063
Tren Maya,2022-04-18,0.08731744
Salud y medicina,2022-04-18,0.033445854
Reformas políticas,2022-04-18,0.14936203
Fronteras e inmigración,2022-04-18,0.025923962
Energía y minería,2022-04-18,0.06766695
Vacunación,2022-04-18,0.27537802
Problemas sociales y justicia penal,2022-04-18,0.03693407
Deportes y turismo,2022-04-18,0.06663819
Relaciones políticas entre México y Perú,2022-04-18,0.024831371
Aeropuertos y vuelos,2022-04-25,0.0388079
Ley y crimen,2022-04-25,0.022480477
La pandemia del COVID-19 y su impacto,2022-04-25,0.07345181
La industria petrolera,2022-04-25,0.07033527
Economía,2022-04-25,0.072825015
Tren Maya,2022-04-25,0.11658334
Salud y medicina,2022-04-25,0.04074311
Reformas políticas,2022-04-25,0.14972082
Fronteras e inmigración,2022-04-25,0.026390687
Energía y minería,2022-04-25,0.038003087
Vacunación,2022-04-25,0.16589862
Problemas sociales y justicia penal,2022-04-25,0.04869578
Deportes y turismo,2022-04-25,0.10974929
Relaciones políticas entre México y Perú,2022-04-25,0.026314829
Aeropuertos y vuelos,2022-05-02,0.041381516
Ley y crimen,2022-05-02,0.015484393
La pandemia del COVID-19 y su impacto,2022-05-02,0.08133712
La industria petrolera,2022-05-02,0.0923186
Economía,2022-05-02,0.058547076
Tren Maya,2022-05-02,0.12647265
Salud y medicina,2022-05-02,0.047492664
Reformas políticas,2022-05-02,0.13695829
Fronteras e inmigración,2022-05-02,0.03593057
Energía y minería,2022-05-02,0.04338603
Vacunación,2022-05-02,0.19219115
Problemas sociales y justicia penal,2022-05-02,0.047866922
Deportes y turismo,2022-05-02,0.05461233
Relaciones políticas entre México y Perú,2022-05-02,0.026020678
Aeropuertos y vuelos,2022-05-09,0.052112576
Ley y crimen,2022-05-09,0.036782216
La pandemia del COVID-19 y su impacto,2022-05-09,0.0854999
La industria petrolera,2022-05-09,0.11092443
Economía,2022-05-09,0.07238807
Tren Maya,2022-05-09,0.07352991
Salud y medicina,2022-05-09,0.041674882
Reformas políticas,2022-05-09,0.12871818
Fronteras e inmigración,2022-05-09,0.028207902
Energía y minería,2022-05-09,0.028113594
Vacunación,2022-05-09,0.17939235
Problemas sociales y justicia penal,2022-05-09,0.06513256
Deportes y turismo,2022-05-09,0.06800201
Relaciones políticas entre México y Perú,2022-05-09,0.02952138
Aeropuertos y vuelos,2022-05-16,0.028962728
Ley y crimen,2022-05-16,0.028386708
La pandemia del COVID-19 y su impacto,2022-05-16,0.067143805
La industria petrolera,2022-05-16,0.08290635
